qda,log,rf,tree,xgb,y_val
1.7826246602483277e-10,0.6583723475304082,0.5435235160340748,0.5840918084685398,0.07042562,0
0.9971862943420732,0.6354315571664235,0.7227753727648145,0.6456302659838097,0.95564026,1
1.0707350705494513e-06,0.39939416757545343,0.42697947190071334,0.3843626806833114,0.5581368,1
0.008148865713214716,0.5132362260272925,0.5712468877709646,0.38686131386861317,0.7773856,1
1.2931666471511633e-172,0.46500482654645325,0.4084599327231039,0.3843626806833114,0.5489979,1
3.82203060723339e-83,0.22904150048049993,0.05743577925379425,0.19298245614035087,0.35818744,0
0.5256136326291265,0.6979915825419882,0.6424115715525407,0.7937685459940653,0.7179431,0
1.0957147853855116e-22,0.5558718872395542,0.7070679812093094,0.6456302659838097,0.8592568,1
1.5556132646457538e-39,0.45718022414384796,0.48482490489263563,0.6456302659838097,0.07733524,0
0.14328087877711157,0.6044213443002379,0.6809372124775566,0.6456302659838097,0.79450804,1
1.4575215908683615e-25,0.46667520586399325,0.4367816944923888,0.3843626806833114,0.48330027,0
1.9057595493757526e-17,0.541991170403271,0.42466235171909034,0.5840918084685398,0.092344075,0
0.995891882265919,0.5189516043557414,0.7930638636635463,0.6456302659838097,0.9138881,1
1.451175837061528e-87,0.6096190530139023,0.5850141286661061,0.5840918084685398,0.8706528,1
0.4160686262678585,0.36596801856447386,0.4133195553828689,0.3843626806833114,0.7597951,0
0.9999999993941666,0.41611525887752654,0.34201960906816625,0.2822085889570552,0.44523507,0
6.656197356297362e-31,0.49416772571796663,0.4669320512824872,0.3843626806833114,0.08656808,0
9.938370544244777e-33,0.4609226823615135,0.5832890189854291,0.4366812227074236,0.9287112,1
1.7948019884104777e-52,0.4518949900412057,0.6447691553593542,0.6456302659838097,0.4167331,1
1.5046332865423683e-50,0.3197086656019903,0.11700367213432095,0.12389380530973451,0.025016075,0
5.959168971853188e-89,0.7862433183322896,0.4045589934859181,0.6587837837837838,0.21104372,0
8.297461424645898e-38,0.4497042689903379,0.39120850236017274,0.3843626806833114,0.19291365,0
1.2904821488711596e-17,0.5948222084294218,0.6862154539752353,0.6456302659838097,0.96871156,1
2.5621582375768682e-48,0.5376589084924239,0.5476873033725801,0.6456302659838097,0.08335885,0
1.6603553091083276e-18,0.4832726799983476,0.48846239958830057,0.5840918084685398,0.14593177,0
1.5542979096617398e-17,0.2342067138825499,0.7708601390317469,1.0,0.7423333,0
5.2041497918632607e-05,0.6015411740123793,0.27814631582517757,0.5,0.01814664,0
5.878740700522731e-11,0.5685569033037973,0.6057132392896194,0.6456302659838097,0.21556078,0
1.3278735964068678e-17,0.595809196825582,0.7196586176665383,0.6456302659838097,0.954676,1
5.435979031716143e-24,0.31663029099569523,0.4856799148765924,0.3843626806833114,0.9590278,0
4.793547665121378e-05,0.617096084443461,0.7355936261476572,0.6456302659838097,0.9702047,1
4.3004803206560646e-05,0.6211841109106226,0.6176673240528574,0.6456302659838097,0.31015527,1
5.502682670398125e-20,0.4470744626621968,0.6737917659071018,0.6456302659838097,0.9685494,1
4.308606148681434e-38,0.6884025021905558,0.47199626752544,0.5285714285714286,0.49487883,1
4.289420499759047e-06,0.5669831202302451,0.34652133347655295,0.5,0.12461987,1
3.6004117717925974e-46,0.3712046125950232,0.17626041580778845,0.3843626806833114,0.031121975,0
0.051625528572410824,0.6087557668889959,0.7318315173827983,0.6456302659838097,0.966047,1
0.9448598730751956,0.6067057432419818,0.599607372104794,0.6456302659838097,0.4283452,1
1.9376331825443326e-165,0.43345105935765144,0.14687343361143124,0.5028901734104047,0.010912308,0
0.00023773159747067637,0.49453190576825534,0.4547049118749477,0.6456302659838097,0.44293422,0
1.0104181848761274e-09,0.6682020167131998,0.6661364641046724,0.5840918084685398,0.78051615,1
0.00020290721172210082,0.37128112304173977,0.34517530108723293,0.3843626806833114,0.21497455,0
3.823910786532988e-06,0.5506827682325626,0.563378453724248,0.6456302659838097,0.37134033,0
0.004338298126840737,0.7505639769147078,0.9041668045843981,0.7757575757575758,0.9958923,1
0.16508299201026158,0.5129983377663626,0.4165798567322295,0.6456302659838097,0.04233478,0
0.012626455862554155,0.5660447983129812,0.6856174094674096,0.6456302659838097,0.768922,1
1.0247653621796654e-16,0.5121748232158321,0.4302972752563315,0.5,0.46789664,1
0.9950125228624599,0.5929188145920464,0.3420668512365344,0.5104166666666666,0.13489605,0
2.5327445433339705e-20,0.6233306755835376,0.6648771217435245,0.6456302659838097,0.90698576,1
0.7394145817253973,0.3733429284169361,0.44144620170020366,0.3843626806833114,0.83781147,1
1.8523847334292258e-17,0.40813934334536733,0.4436511604704536,0.3843626806833114,0.6162303,1
8.950971485211641e-14,0.4710239868012809,0.7474585812833119,0.6456302659838097,0.9651973,1
1.884936789175499e-122,0.46162766164853597,0.24948480569322243,0.5028901734104047,0.05360771,0
0.003457219770984603,0.4694202002525753,0.4914318688349412,0.3843626806833114,0.22644627,1
2.915806727427319e-08,0.41967549693571066,0.3369206092487041,0.3843626806833114,0.041485086,0
7.037952975206943e-105,0.7495394263276405,0.2968131370286966,0.0,0.13915451,1
0.00024052527228001294,0.6458663702217349,0.3511189572559559,0.5104166666666666,0.019532863,0
4.067411960716426e-21,0.6086803543495796,0.8121530100042798,1.0,0.9847691,1
7.239175220619584e-42,0.18231257161815823,0.03976617553777582,0.19298245614035087,0.040228304,0
0.9991405466147538,0.7407321074271088,0.8562838138428246,0.7937685459940653,0.96516865,1
2.813110841331861e-07,0.4830088206502653,0.3689209218314009,0.3843626806833114,0.044482406,0
5.432661122484828e-09,0.6292582899605296,0.6359639441823289,0.6456302659838097,0.8551231,1
0.08747105001316029,0.6465008272425391,0.6878308566807678,0.6456302659838097,0.5276331,0
0.5373229080466088,0.5388930801049541,0.6680429096704433,0.6456302659838097,0.96426743,1
1.6687913604123304e-45,0.6586677627923428,0.6278291209459314,0.5840918084685398,0.087356396,1
0.9999998784979823,0.5914185620696123,0.5528374108434528,0.6456302659838097,0.062831216,0
1.171939020001498e-09,0.44164534099605074,0.32993709915403535,0.3843626806833114,0.050263725,0
4.5140697894823996e-12,0.5810225844607297,0.6195881391872679,0.6456302659838097,0.94470596,1
8.482975040676625e-05,0.40243828034021195,0.25422727804693945,0.22448979591836735,0.13501742,0
0.9976450276193458,0.42456001692942497,0.5122588790952609,0.3843626806833114,0.85406315,1
5.226150596663012e-12,0.3409941253016525,0.4340223369573322,0.2822085889570552,0.85701716,0
1.522282160507083e-08,0.5816178889577753,0.7048986849642437,0.706766917293233,0.5739004,1
0.8441322872723224,0.5722391165040632,0.6671473734215523,0.6456302659838097,0.7211911,0
0.06970523407693378,0.6435033059878599,0.7788213545671181,0.6470588235294118,0.98000175,1
1.0396159104287321e-88,0.696464711743109,0.4972613482439726,0.5840918084685398,0.09394124,1
5.314822216760652e-05,0.6807783924915677,0.30751575277238036,0.706766917293233,0.11463891,0
2.1263313681329737e-05,0.7368680222486422,0.8185788888313632,0.7937685459940653,0.8963366,1
7.963535986473461e-16,0.4972915129384037,0.41980961212012813,0.6456302659838097,0.060123887,0
4.920719989430059e-66,0.5676482263114002,0.3796918507398892,0.5840918084685398,0.17472956,0
0.023390294444399082,0.355770214240639,0.22646711807099962,0.2822085889570552,0.029780174,0
1.164143239323623e-28,0.6751628281706389,0.4774238803786367,0.5840918084685398,0.096580446,0
3.782113842236713e-33,0.44832648916207124,0.47924940540734334,0.3843626806833114,0.33801368,0
6.836450268345578e-16,0.3876420513323854,0.47966587063046484,0.3843626806833114,0.9059412,1
3.745118482341617e-10,0.645149674780085,0.8242580063334127,0.6456302659838097,0.9839882,1
2.9691825842388763e-16,0.4009587128395123,0.264341744130438,0.3843626806833114,0.040572003,0
0.9929228143737959,0.44172186834893656,0.31929451155249905,0.38686131386861317,0.04649185,0
4.1328709685723813e-190,0.5937896587117497,0.7076835112953056,0.5840918084685398,0.9861703,1
0.9980481082151558,0.6405767960216201,0.752598296128497,0.6456302659838097,0.81097454,1
1.6165717557702816e-47,0.43399726929825727,0.23269707082631316,0.3843626806833114,0.042451233,0
0.9944635278251179,0.5740575505302514,0.8845543736989021,1.0,0.9244435,1
2.0264959801368368e-50,0.5490488348899285,0.6537684292603246,0.5959595959595959,0.90589297,1
